Reporting Period,Project Number,Legacy Project Number,Street Address,City,County,State,ZIP Code,Incorporated Municipality,Municipality Type,Census Tract,Sector,Program Type,Solicitation,Electric Utility,Purchase Type,Date Application Received,Date Completed,Project Status,Contractor,Minority or Women Owned Business Enterprise (MWBE),Primary Inverter Manufacturer,Primary Inverter Model Number,Total Inverter Quantity,Primary PV Module Manufacturer,PV Module Model Number,Total PV Module Quantity,Project Cost,$Incentive,Total Nameplate kW DC,Expected KWh Annual Production,Remote Net Metering,Affordable Solar,Community Distributed Generation,Green Jobs Green New York Participant,Latitude,Longitude,Georeference
11/30/2022,188956,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/10/2019,8/26/2019,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],10,"S-Energy Co., Ltd.",SN360M-10,10,30037.1,,3.6,4130,,No,No,Yes,40.7524852,-73.5140236,POINT (-73.5140236 40.7524852)
11/30/2022,245443,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059408700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/30/2020,9/16/2020,Complete,EmPower Solar,No,SunPower,SPR-A415-G-AC [240V],25,Sunpower,SPR-A415-G-AC,25,38041,,10.38,12088,,No,No,Yes,40.7397927,-73.5254468,POINT (-73.5254468 40.7397927)
11/30/2022,268438,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059415700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/12/2020,11/19/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-US-& [240V],24,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,24,30763,,8.16,9461,,No,No,Yes,40.6472281,-73.5114595,POINT (-73.5114595 40.6472281)
11/30/2022,250678,,,Long Beach,Nassau,NY,11561,Long Beach,City,36059416401,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/23/2020,11/30/2020,Complete,EmPower Solar,No,SunPower,SPR-X22-360-E-AC [240V],21,Sunpower,SPR-X22-360-E-AC,21,23518.08,,7.56,9903,,No,No,Yes,40.5853022,-73.6956579,POINT (-73.6956579 40.5853022)
11/30/2022,229892,,,Glen Cove,Nassau,NY,11542,Glen Cove,City,36059517200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/27/2020,6/16/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],16,"S-Energy Co., Ltd.",SN370M-10(B),16,23806,,5.92,7777,,No,No,Yes,40.8560058,-73.630291,POINT (-73.630291 40.8560058)
11/30/2022,229912,,,Glen Cove,Nassau,NY,11542,Glen Cove,City,36059517302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/8/2020,3/11/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,"S-Energy Co., Ltd.",SN370M-10(B),15,23710.3,,5.55,7190,,No,No,Yes,40.8601978,-73.6062418,POINT (-73.6062418 40.8601978)
11/30/2022,256439,,,Plainview,Nassau,NY,11803,Oyster Bay,Town,36059519900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/31/2020,9/16/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],33,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,33,39583.37,,11.22,12882,,No,No,Yes,40.7623108,-73.4842999,POINT (-73.4842999 40.7623108)
11/30/2022,369194,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059521302,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/25/2022,3/29/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],15,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,15,26978,,6,6716,,No,No,Yes,40.6567758,-73.4782733,POINT (-73.4782733 40.6567758)
11/30/2022,277053,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/3/2020,6/3/2021,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],29,Hanwha Q CELLS,Q.PEAK DUO-G6 340,29,32360,,9.86,11360,,No,No,Yes,40.7144681,-73.4372606,POINT (-73.4372606 40.7144681)
11/30/2022,170634,,,Westbury,Nassau,NY,11590,Hempstead,Town,36059407600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/15/2019,2/27/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE5000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,15,19710,,5.4,5712,,No,No,Yes,40.7461475,-73.5685582,POINT (-73.5685582 40.7461475)
11/30/2022,278000,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/22/2021,3/10/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-US [240V],14,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,14,30969.46,,4.76,6327,,No,No,Yes,40.7140319,-73.5376382,POINT (-73.5376382 40.7140319)
11/30/2022,171214,,,Syosset,Nassau,NY,11791,Oyster Bay,Town,36059518300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/17/2019,3/12/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,12,17488.8,,4.32,4654,,No,No,Yes,40.8293977,-73.5060166,POINT (-73.5060166 40.8293977)
11/30/2022,181386,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059415402,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,4/2/2019,5/17/2019,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ7-60-x-US [240V],40,"Jinko Solar Co., Ltd",JKM300M-60,40,41520,,12,13310,,No,No,Yes,40.6461466,-73.5223075,POINT (-73.5223075 40.6461466)
11/30/2022,322940,,,Massapequa Park,Nassau,NY,11762,Oyster Bay,Town,36059521801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/27/2021,9/16/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],14,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,14,24946.89,,5.32,6476,,No,No,Yes,40.692223,-73.4360048,POINT (-73.4360048 40.692223)
11/30/2022,246394,,,Seaford,Nassau,NY,11783,Hempstead,Town,36059416100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/12/2020,10/12/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],11,"S-Energy Co., Ltd.",SN370M-10T,11,23042,,4.07,4612,,No,No,Yes,40.6566387,-73.4945963,POINT (-73.4945963 40.6566387)
11/30/2022,412646,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059415300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/10/2022,5/25/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],13,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,13,24493.7,,5.2,5911,,No,No,Yes,40.6722033,-73.5348249,POINT (-73.5348249 40.6722033)
11/30/2022,295625,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059415700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/12/2021,6/10/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],38,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,38,37168.02,,14.44,13334,,No,No,Yes,40.6472281,-73.5114595,POINT (-73.5114595 40.6472281)
11/30/2022,321778,,,Albertson,Nassau,NY,11507,North Hempstead,Town,36059302300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/21/2021,12/21/2021,Complete,Smart Home Energy Source,No,Enphase Energy Inc.,IQ6PLUS-72-ACM-US [208V],16,Silfab Solar Inc.,SIL-370BK,16,20884,,5.92,7835,,No,No,Yes,40.7704281,-73.6603378,POINT (-73.6603378 40.7704281)
11/30/2022,274166,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/17/2020,1/29/2021,Complete,Surf Clean Energy Inc,No,Enphase Energy Inc.,IQ7PLUS-72-x-ACM-US [240V],51,Hanwha Q CELLS,Q.PEAK DUO L-G7.2 400,51,45022,,20.4,21877,,No,No,Yes,40.750755,-73.525735,POINT (-73.525735 40.750755)
11/30/2022,153500,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059303000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/7/2018,10/19/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,19,22865.55,,6.75,6741,,No,No,Yes,40.7354356,-73.6852944,POINT (-73.6852944 40.7354356)
11/30/2022,250899,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059304001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/19/2020,7/9/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],29,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,29,36977.81,,9.86,11060,,No,No,Yes,40.7522863,-73.599232,POINT (-73.599232 40.7522863)
11/30/2022,351635,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/18/2021,11/22/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ6PLUS-72-x-US [240V],16,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,16,26712.16,,6.08,7635,,No,No,Yes,40.7478914,-73.491996,POINT (-73.491996 40.7478914)
11/30/2022,230698,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/9/2020,3/25/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],22,Solaria Corporation,Solaria PowerXT-360R-PD,22,33542,,7.92,10527,,No,No,Yes,40.645787,-73.5364381,POINT (-73.5364381 40.645787)
11/30/2022,328170,,,New Hyde Park,Nassau,NY,11040,North Hempstead,Town,36059302800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/2/2021,1/24/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],10,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,10,20216.35,,3.8,4044,,No,No,Yes,40.7486666,-73.6919151,POINT (-73.6919151 40.7486666)
11/30/2022,233486,,,Westbury,Nassau,NY,11590,North Hempstead,Town,36059304001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/21/2020,9/14/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],17,"S-Energy Co., Ltd.",SN370M-10(B),17,25274,,6.29,6440,,No,No,Yes,40.7522863,-73.599232,POINT (-73.599232 40.7522863)
11/30/2022,217948,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059414800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/22/2019,1/8/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],18,"S-Energy Co., Ltd.",SN370M-10(B),18,27907,,6.66,6336,,No,No,Yes,40.6833768,-73.5424561,POINT (-73.5424561 40.6833768)
11/30/2022,374772,,,Valley Stream,Nassau,NY,11580,Hempstead,Town,36059410600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/5/2022,2/18/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],20,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,20,35666.75,,8,8378,,No,No,Yes,40.6703766,-73.691016,POINT (-73.691016 40.6703766)
11/30/2022,266464,,,Massapequa,Nassau,NY,11758,Oyster Bay,Town,36059520900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/2/2020,12/15/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],20,LG Electronics Inc.,LG375Q1C-V5,20,30689,,7.5,10284,,No,No,Yes,40.6979378,-73.475699,POINT (-73.475699 40.6979378)
11/30/2022,101486,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/27/2017,3/5/2018,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6PLUS-72-X-US (240V),40,LG Electronics,LG335N1C-A5,40,42642.85,,13.4,15396,,No,No,Yes,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,412460,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413002,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/9/2022,5/19/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],40,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,40,60626.75,,16,15998,,No,No,Yes,40.6272093,-73.6533873,POINT (-73.6533873 40.6272093)
11/30/2022,156157,,,Bellmore,Nassau,NY,11710,Hempstead,Town,36059414900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,9/25/2018,12/21/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE6000H-US [240V],1,"S-Energy Co., Ltd.",SN355M-10,21,25697.9,,7.46,8657,,No,No,Yes,40.6887431,-73.5311732,POINT (-73.5311732 40.6887431)
11/30/2022,100380,,,Elmont,Nassau,NY,11003,Hempstead,Town,36059404901,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,2/5/2018,5/16/2018,Complete,Grid City Electric Corp,No,SolarEdge Technologies Ltd.,SE3800H-US,1,LG Electronics,LG335N1C-A5,15,18592.5,,5.03,5633,,No,No,Yes,40.7022044,-73.7220974,POINT (-73.7220974 40.7022044)
11/30/2022,323322,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/11/2021,12/1/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,21,37650.33,,7.98,9714,,No,No,Yes,40.71639,-73.5270022,POINT (-73.5270022 40.71639)
11/30/2022,216507,,,Jericho,Nassau,NY,11753,Oyster Bay,Town,36059518501,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/14/2019,1/8/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],22,"S-Energy Co., Ltd.",SN360M-10,22,30459,,7.92,9308,,No,No,Yes,40.7856535,-73.5517308,POINT (-73.5517308 40.7856535)
11/30/2022,310287,,,Westbury,Nassau,NY,11590,Hempstead,Town,36059407600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/1/2021,7/20/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],49,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,49,78581.9,,18.62,21575,,No,No,Yes,40.7461475,-73.5685582,POINT (-73.5685582 40.7461475)
11/30/2022,259161,,,Seaford,Nassau,NY,11783,Oyster Bay,Town,36059520900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/18/2020,10/1/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],22,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,22,30371.58,,7.48,9485,,No,No,Yes,40.6979378,-73.475699,POINT (-73.475699 40.6979378)
11/30/2022,278172,,,Valley Stream,Nassau,NY,11581,Hempstead,Town,36059410800,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/22/2020,4/13/2021,Complete,EmPower Solar,No,SunPower,SPR-A415-G-AC [240V],16,Sunpower,SPR-A415-G-AC,16,24686.83,,6.64,7404,,No,No,Yes,40.6529539,-73.7073251,POINT (-73.7073251 40.6529539)
11/30/2022,192414,,,Mineola,Nassau,NY,11501,North Hempstead,Town,36059303600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/27/2019,9/13/2019,Complete,Hytech Solar Inc,No,Enphase Energy Inc.,IQ7-60-x-US [240V],22,"Jinko Solar Co., Ltd",JKM310M-60L,22,28446,,6.82,7368,,No,No,Yes,40.7450042,-73.6413261,POINT (-73.6413261 40.7450042)
11/30/2022,306701,,,Bethpage,Nassau,NY,11714,Oyster Bay,Town,36059520300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/10/2021,7/28/2021,Complete,Green Logic LLC,No,Enphase Energy Inc.,IQ7XS-96-x-ACM-US-y-z-& [240V],27,Sunpower,SPR-X22-360-E-AC,27,36254,,9.72,11036,,No,No,Yes,40.7208357,-73.4763852,POINT (-73.4763852 40.7208357)
11/30/2022,114070,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059408300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/2/2018,4/11/2018,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE7600H-US,1,Silfab,SLA310M,27,28458,,8.37,10422,,No,No,Yes,40.7140319,-73.5376382,POINT (-73.5376382 40.7140319)
11/30/2022,367377,,,Franklin Square,Nassau,NY,11010,Hempstead,Town,36059405700,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/3/2022,7/13/2022,Complete,NY State Solar (dba for NYSS LLC),No,SunPower,SPR-A400-BLK-G-AC [240V],23,SunPower,SPR-A400-BLK-G-AC,23,51034.15,,9.2,10457,,No,No,Yes,40.6874984,-73.6774998,POINT (-73.6774998 40.6874984)
11/30/2022,359074,,,Long Beach,Nassau,NY,11561,Hempstead,Town,36059416900,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/15/2021,2/18/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],25,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,25,37355.87,,10,11830,,No,No,Yes,40.6048438,-73.5586235,POINT (-73.5586235 40.6048438)
11/30/2022,362338,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413001,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,12/10/2021,2/9/2022,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],17,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G10+ 400,17,31923.1,,6.8,8222,,No,No,Yes,40.6459072,-73.6490189,POINT (-73.6490189 40.6459072)
11/30/2022,276457,,,Island Park,Nassau,NY,11558,Hempstead,Town,36059416202,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/17/2020,3/19/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],34,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,34,40297.26,,11.56,13004,,No,No,Yes,40.6052205,-73.6553002,POINT (-73.6553002 40.6052205)
11/30/2022,163786,,,Levittown,Nassau,NY,11756,Hempstead,Town,36059409200,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/6/2019,11/7/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE3800H-US [240V],1,Trina Solar,TSM-300DD05A.05(II),15,28792,,4.5,5729,,No,No,Yes,40.7206369,-73.5137848,POINT (-73.5137848 40.7206369)
11/30/2022,315367,,,Farmingdale,Nassau,NY,11735,Oyster Bay,Town,36059520300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,6/23/2021,9/20/2021,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-2-US [240V],19,REC Solar,REC365AA Black,19,24670,,6.94,7762,,No,No,Yes,40.7208357,-73.4763852,POINT (-73.4763852 40.7208357)
11/30/2022,219792,,,Malverne,Nassau,NY,11565,Hempstead,Town,36059410100,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/3/2020,12/31/2020,Complete,BUILT WELL SOLAR CORP,No,SolarEdge Technologies Ltd.,SE7600H-US [240V],1,Mission Solar Energy LLC.,MSE310SQ8K,22,23142,,6.82,8038,,No,No,Yes,40.6773176,-73.6740082,POINT (-73.6740082 40.6773176)
11/30/2022,248797,,,Glen Cove,Nassau,NY,11542,Glen Cove,City,36059517102,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,5/30/2020,6/23/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],33,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,33,50859.2,,11.22,13418,,No,No,Yes,40.8779155,-73.6233099,POINT (-73.6233099 40.8779155)
11/30/2022,158828,,,Hicksville,Nassau,NY,11801,Oyster Bay,Town,36059519000,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,11/27/2018,2/27/2019,Complete,Sunrise Energy Corp.,No,Enphase Energy Inc.,IQ6-60-x-US [240V],35,"Jinko Solar Co., Ltd",JKM295M-60,35,36137.5,,10.33,11247,,No,No,Yes,40.751994,-73.5397121,POINT (-73.5397121 40.751994)
11/30/2022,266392,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413400,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/1/2020,12/11/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],27,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,27,38100.03,,9.18,9670,,No,No,Yes,40.6229342,-73.6271897,POINT (-73.6271897 40.6229342)
11/30/2022,477892,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059414600,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/29/2022,8/4/2022,Complete,NY State Solar (dba for NYSS LLC),No,SunPower,SPR-A400-BLK-G-AC [240V],16,SunPower,SPR-A400-BLK-G-AC,16,35197.15,,6.4,8195,,No,No,Yes,40.6837281,-73.5665187,POINT (-73.5665187 40.6837281)
11/30/2022,351351,,,Merrick,Nassau,NY,11566,Hempstead,Town,36059415102,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,10/11/2021,12/10/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],14,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,14,24946.89,,5.32,6422,,No,No,Yes,40.637402,-73.5488043,POINT (-73.5488043 40.637402)
11/30/2022,294814,,,East Meadow,Nassau,NY,11554,Hempstead,Town,36059407801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,3/11/2021,6/29/2021,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],19,Hanwha Q CELLS,Q.PEAK DUO BLK ML-G9+ 380,19,28364.01,,7.22,8209,,No,No,Yes,40.7370588,-73.548343,POINT (-73.548343 40.7370588)
11/30/2022,222787,,,Oceanside,Nassau,NY,11572,Hempstead,Town,36059413300,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,7/20/2020,12/14/2020,Complete,"SuNation Solar Systems, Inc.",No,Enphase Energy Inc.,IQ7PLUS-72-x-US [240V],28,"S-Energy Co., Ltd.",SN370M-10(B),28,42063.7,,10.36,12078,,No,No,Yes,40.6375195,-73.628331,POINT (-73.628331 40.6375195)
11/30/2022,260261,,,Massapequa Park,Nassau,NY,11762,Oyster Bay,Town,36059521801,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,8/27/2020,9/29/2020,Complete,NY State Solar (dba for NYSS LLC),No,Enphase Energy Inc.,IQ7-60-x-ACM-US [240V],21,Hanwha Q CELLS,Q.PEAK DUO BLK-G6+ 340,21,28046.69,,7.14,8748,,No,No,Yes,40.692223,-73.4360048,POINT (-73.4360048 40.692223)
11/30/2022,162368,,,Wantagh,Nassau,NY,11793,Hempstead,Town,36059415802,Residential,Residential/Small Commercial,PON 2112,Long Island Power Authority,Purchase,1/16/2019,5/14/2019,Complete,"SuNation Solar Systems, Inc.",No,SolarEdge Technologies Ltd.,SE10000H-US [240V],1,"S-Energy Co., Ltd.",SN360M-10,32,50223.1,,11.52,12179,,No,No,Yes,40.6832976,-73.5025877,POINT (-73.5025877 40.6832976)
